GeneFull,TranscriptID,Length,Modified_Site_Count,Total_Modified_Reads
gi|157688562|ref|NM_000990.4| ,NM_000990.4,4906,1211,29023
gi|109452596|ref|NM_153810.4| ,NM_153810.4,6758,1211,10018
gi|323362981|ref|NM_004788.3| ,NM_004788.3,6144,1210,9945
gi|118402585|ref|NM_006708.2| ,NM_006708.2,2071,1210,30027
gi|382546189|ref|NM_001257335.1| ,NM_001257335.1,2263,1209,29434
gi|70980548|ref|NM_014976.1| ,NM_014976.1,6416,1209,9830
gi|374349220|ref|NR_046216.1| ,NR_046216.1,10079,1208,10393
gi|223941845|ref|NM_001145365.1| ,NM_001145365.1,11492,1208,9692
gi|153792603|ref|NM_001099666.1| ,NM_001099666.1,10057,1208,8588
gi|365192531|ref|NM_001256012.1| ,NM_001256012.1,7778,1206,9648
gi|312836803|ref|NM_013411.4| ,NM_013411.4,3671,1206,16660
gi|164419756|ref|NM_005104.3| ,NM_005104.3,4907,1206,12957
gi|157671928|ref|NM_002645.2| ,NM_002645.2,8304,1205,9342
gi|260436835|ref|NM_203342.2| ,NM_203342.2,5999,1202,11708
gi|46852146|ref|NM_018060.3| ,NM_018060.3,3549,1202,14036
gi|14971416|ref|NM_005762.2| ,NM_005762.2,2989,1201,16643
gi|222136638|ref|NM_005956.3| ,NM_005956.3,3466,1201,14761
gi|260593717|ref|NM_002065.5| ,NM_002065.5,4737,1199,16313
gi|157426894|ref|NM_000179.2| ,NM_000179.2,4435,1198,12116
gi|427918085|ref|NM_001620.2| ,NM_001620.2,18836,1198,8089
gi|133925797|ref|NM_001031695.2| ,NM_001031695.2,6997,1198,9533
gi|60218911|ref|NM_013336.3| ,NM_013336.3,3656,1198,13139
gi|4505940|ref|NM_000938.1| ,NM_000938.1,3748,1197,13119
gi|73695940|ref|NM_030918.5| ,NM_030918.5,7085,1197,12746
gi|146219842|ref|NM_006662.2| ,NM_006662.2,10491,1196,8227
gi|219689102|ref|NM_001031701.2| ,NM_001031701.2,7214,1195,9459
gi|163838630|ref|NM_001112736.1| ,NM_001112736.1,8296,1195,9851
gi|317108150|ref|NM_017437.2| ,NM_017437.2,5072,1193,9905
gi|514052668|ref|NM_006826.3| ,NM_006826.3,2272,1193,25854
gi|163660383|ref|NM_005339.4| ,NM_005339.4,5259,1189,11522
gi|338827692|ref|NM_006609.4| ,NM_006609.4,10870,1189,8289
gi|300795014|ref|NM_003137.4| ,NM_003137.4,4380,1189,11290
gi|336595168|ref|NM_002337.3| ,NM_002337.3,10536,1189,9823
gi|302148469|ref|NM_001193552.1| ,NM_001193552.1,7721,1189,13841
gi|156151378|ref|NM_001102396.1| ,NM_001102396.1,5519,1188,9832
gi|224586816|ref|NM_001145667.1| ,NM_001145667.1,9339,1187,8990
gi|336595075|ref|NM_005911.5| ,NM_005911.5,3022,1187,17874
gi|38202203|ref|NM_016107.3| ,NM_016107.3,4746,1186,11384
gi|118498336|ref|NM_015382.2| ,NM_015382.2,9134,1185,9022
gi|38327550|ref|NM_005754.2| ,NM_005754.2,2855,1184,17007
gi|332688253|ref|NM_002710.3| ,NM_002710.3,2526,1182,22114
gi|347659027|ref|NM_001244710.1| ,NM_001244710.1,8703,1179,10523
gi|148839291|ref|NM_024524.3| ,NM_024524.3,7384,1179,9136
gi|148596948|ref|NM_004741.3| ,NM_004741.3,3936,1179,12646
gi|321267572|ref|NM_001202519.1| ,NM_001202519.1,11061,1178,11276
gi|133908608|ref|NM_021629.3| ,NM_021629.3,6428,1176,10444
gi|291042698|ref|NM_206855.2| ,NM_206855.2,16378,1176,9082
gi|157266329|ref|NM_001033.3| ,NM_001033.3,3234,1176,14649
gi|308818137|ref|NM_001190879.2| ,NM_001190879.2,6710,1175,19266
gi|38372900|ref|NM_138473.2| ,NM_138473.2,7667,1175,8812
gi|76880473|ref|NM_015261.2| ,NM_015261.2,5661,1175,10723
gi|305855105|ref|NM_005347.4| ,NM_005347.4,3973,1174,17555
gi|197209833|ref|NM_005066.2| ,NM_005066.2,3073,1172,20439
gi|160333173|ref|NM_014155.4| ,NM_014155.4,9351,1171,9281
gi|110349785|ref|NM_015120.4| ,NM_015120.4,12928,1170,8295
gi|293336690|ref|NM_001527.3| ,NM_001527.3,6656,1169,17382
gi|112734856|ref|NM_001009993.2| ,NM_001009993.2,5420,1169,10963
gi|386869284|ref|NM_005915.5| ,NM_005915.5,3791,1167,14454
gi|218505709|ref|NM_014267.5| ,NM_014267.5,3980,1165,13200
gi|315139001|ref|NM_002794.4| ,NM_002794.4,4759,1165,14088
gi|409971406|ref|NM_004526.3| ,NM_004526.3,3504,1162,12805
gi|148529027|ref|NM_181489.5| ,NM_181489.5,10264,1162,9509
gi|214010210|ref|NM_001655.4| ,NM_001655.4,4032,1161,11620
gi|215490020|ref|NM_001142418.1| ,NM_001142418.1,2047,1160,32113
gi|282165703|ref|NM_001170629.1| ,NM_001170629.1,8254,1160,8811
gi|301897117|ref|NM_032043.2| ,NM_032043.2,8166,1160,11453
gi|206725550|ref|NM_004958.3| ,NM_004958.3,8733,1159,9387
gi|307219191|ref|NM_001143821.2| ,NM_001143821.2,6591,1158,21657
gi|59889569|ref|NM_007006.2| ,NM_007006.2,4407,1158,12034
gi|217035098|ref|NM_001040653.2| ,NM_001040653.2,12600,1157,8822
gi|356460991|ref|NM_018375.4| ,NM_018375.4,5438,1154,9865
gi|292781040|ref|NM_000373.3| ,NM_000373.3,6738,1152,10207
gi|214010177|ref|NM_001642.2| ,NM_001642.2,3827,1152,13142
gi|225903381|ref|NR_027418.1| ,NR_027418.1,11210,1150,13023
gi|122939200|ref|NM_001024956.2| ,NM_001024956.2,7019,1150,9151
gi|224591393|ref|NR_027130.1| ,NR_027130.1,11734,1149,9081
gi|209571525|ref|NM_003045.4| ,NM_003045.4,7357,1148,9186
gi|70980546|ref|NM_022340.2| ,NM_022340.2,6678,1147,9689
gi|223890245|ref|NM_001145354.1| ,NM_001145354.1,11266,1146,8404
gi|189163479|ref|NM_003640.3| ,NM_003640.3,6129,1145,10002
gi|332205903|ref|NM_000968.3| ,NM_000968.3,1458,1145,69924
gi|108796664|ref|NM_138459.3| ,NM_138459.3,4811,1143,12518
gi|167466176|ref|NM_001114091.1| ,NM_001114091.1,5611,1143,10551
gi|394582092|ref|NM_002388.4| ,NM_002388.4,3234,1142,14250
gi|507144075|ref|NM_205842.2| ,NM_205842.2,5015,1141,12157
gi|91176332|ref|NM_181705.2| ,NM_181705.2,6213,1140,10936
gi|291327508|ref|NM_006612.5| ,NM_006612.5,7935,1139,9531
gi|283046700|ref|NM_052879.4| ,NM_052879.4,6537,1137,9150
gi|83656774|ref|NM_001404.4| ,NM_001404.4,1552,1137,62893
gi|122937491|ref|NM_001080517.1| ,NM_001080517.1,6827,1136,9495
gi|109633042|ref|NM_006750.3| ,NM_006750.3,9771,1132,9386
gi|511630714|ref|NM_001278503.1| ,NM_001278503.1,4332,1131,14291
gi|4505488|ref|NM_002539.1| ,NM_002539.1,2062,1130,21499
gi|118498358|ref|NM_015659.2| ,NM_015659.2,5137,1129,13005
gi|83776589|ref|NM_006321.2| ,NM_006321.2,4081,1126,10273
gi|163644289|ref|NM_181832.2| ,NM_181832.2,6106,1125,9447
gi|399498564|ref|NM_003201.2| ,NM_003201.2,5319,1124,10224
gi|87196329|ref|NM_005895.3| ,NM_005895.3,9252,1124,9517
gi|228008403|ref|NM_000484.3| ,NM_000484.3,3648,1123,13355
gi|66528797|ref|NM_033084.3| ,NM_033084.3,5204,1122,10842
gi|270133065|ref|NM_003309.3| ,NM_003309.3,5259,1122,10429
gi|38327624|ref|NM_004077.2| ,NM_004077.2,2997,1122,13731
gi|115430210|ref|NM_001048183.1| ,NM_001048183.1,6225,1120,9434
gi|219283151|ref|NM_001142930.1| ,NM_001142930.1,3782,1120,11600
gi|125991232|ref|NM_016287.3| ,NM_016287.3,3938,1120,11274
gi|317008626|ref|NM_001199743.1| ,NM_001199743.1,7359,1120,8195
gi|206597504|ref|NM_001135187.1| ,NM_001135187.1,8750,1119,8234
gi|98162801|ref|NM_017741.3| ,NM_017741.3,4548,1118,11165
gi|159032028|ref|NM_152699.4| ,NM_152699.4,6324,1118,9543
gi|150418006|ref|NM_006267.4| ,NM_006267.4,11711,1118,8880
gi|385298677|ref|NM_001258353.1| ,NM_001258353.1,4304,1116,11883
gi|167000546|ref|NM_148170.3| ,NM_148170.3,6143,1114,26482
gi|109638748|ref|NM_006947.3| ,NM_006947.3,3893,1114,11997
gi|109633040|ref|NM_002840.3| ,NM_002840.3,7733,1113,9014
gi|83035135|ref|NM_030648.2| ,NM_030648.2,7012,1109,8369
gi|237757345|ref|NM_001160148.1| ,NM_001160148.1,12969,1109,10214
gi|13491167|ref|NM_015317.1| ,NM_015317.1,6111,1106,8900
gi|349732191|ref|NM_001244898.1| ,NM_001244898.1,8009,1105,8818
gi|71834862|ref|NM_001030055.1| ,NM_001030055.1,9604,1105,8247
gi|126362982|ref|NM_016052.3| ,NM_016052.3,7782,1104,7789
gi|499137514|ref|NM_152263.3| ,NM_152263.3,7109,1104,24839
gi|157841163|ref|NM_172071.2| ,NM_172071.2,10996,1103,7636
gi|53829366|ref|NM_015455.3| ,NM_015455.3,6178,1103,9330
gi|392513692|ref|NM_001004317.3| ,NM_001004317.3,5517,1101,9740
gi|54607138|ref|NM_015378.2| ,NM_015378.2,16341,1101,7062
gi|339275829|ref|NM_016091.3| ,NM_016091.3,2091,1099,17505
gi|315138988|ref|NM_001304.4| ,NM_001304.4,9060,1098,8133
gi|114155130|ref|NM_014762.3| ,NM_014762.3,4286,1097,10487
gi|183396786|ref|NM_001123385.1| ,NM_001123385.1,6436,1097,9093
gi|223005924|ref|NM_001023563.3| ,NM_001023563.3,10126,1095,8970
gi|115583682|ref|NM_198468.2| ,NM_198468.2,8643,1095,8085
gi|213385321|ref|NM_016237.4| ,NM_016237.4,2625,1094,13907
gi|256222410|ref|NM_001164317.1| ,NM_001164317.1,9560,1093,7776
gi|68800242|ref|NM_001569.3| ,NM_001569.3,3589,1090,13313
gi|62526034|ref|NM_015878.4| ,NM_015878.4,4348,1089,10524
gi|406719584|ref|NM_015047.2| ,NM_015047.2,6690,1087,10281
gi|148612834|ref|NM_001098507.1| ,NM_001098507.1,2333,1086,19397
gi|383872606|ref|NM_012481.4| ,NM_012481.4,9686,1086,13600
gi|388556537|ref|NM_001267062.1| ,NM_001267062.1,4368,1085,9284
gi|209870087|ref|NM_002819.4| ,NM_002819.4,3340,1084,12703
gi|325651835|ref|NM_003601.3| ,NM_003601.3,7926,1084,10744
gi|62739176|ref|NM_002950.3| ,NM_002950.3,2372,1083,15906
gi|221136812|ref|NM_020750.2| ,NM_020750.2,5378,1083,9822
gi|264681557|ref|NM_025160.6| ,NM_025160.6,6884,1082,8890
gi|260763983|ref|NM_025136.3| ,NM_025136.3,7889,1080,8919
gi|146149187|ref|NM_138444.3| ,NM_138444.3,6255,1079,9698
gi|304307770|ref|NM_198514.3| ,NM_198514.3,6409,1079,7969
gi|324710989|ref|NM_180989.5| ,NM_180989.5,8895,1078,7819
gi|224589121|ref|NM_017934.5| ,NM_017934.5,11966,1077,7653
gi|57242794|ref|NM_003870.3| ,NM_003870.3,7219,1076,8422
gi|89276755|ref|NM_003913.4| ,NM_003913.4,7482,1076,9094
gi|148235211|ref|NM_003681.4| ,NM_003681.4,7390,1074,7368
gi|57863256|ref|NM_030752.2| ,NM_030752.2,2463,1074,23345
gi|309747064|ref|NM_021960.4| ,NM_021960.4,4107,1073,11673
gi|62388891|ref|NM_002266.2| ,NM_002266.2,2011,1073,22656
gi|55770833|ref|NM_016343.3| ,NM_016343.3,10316,1072,8150
gi|314122240|ref|NM_004638.3| ,NM_004638.3,6958,1072,7886
gi|209969835|ref|NM_001136195.1| ,NM_001136195.1,5092,1072,8449
gi|206597516|ref|NM_001859.3| ,NM_001859.3,4797,1071,8713
gi|387849240|ref|NM_001030288.2| ,NM_001030288.2,6944,1071,10772
gi|359338995|ref|NM_022662.3| ,NM_022662.3,7753,1071,8823
gi|156139138|ref|NM_024955.5| ,NM_024955.5,5019,1070,8841
gi|163310732|ref|NM_001010867.2| ,NM_001010867.2,7921,1070,12360
gi|225543213|ref|NM_002417.4| ,NM_002417.4,12507,1069,7833
gi|253735740|ref|NM_001039618.2| ,NM_001039618.2,7575,1068,7534
gi|195972885|ref|NM_014991.4| ,NM_014991.4,14329,1068,7276
gi|33469921|ref|NM_182776.1| ,NM_182776.1,2900,1068,14373
gi|203097228|ref|NM_017952.5| ,NM_017952.5,6752,1067,8724
gi|282165816|ref|NM_001167830.1| ,NM_001167830.1,6132,1067,9533
gi|189083689|ref|NM_005219.4| ,NM_005219.4,5804,1065,9924
gi|76496470|ref|NM_000967.3| ,NM_000967.3,1348,1065,57543
gi|153251949|ref|NM_032012.3| ,NM_032012.3,8006,1065,7826
gi|197333799|ref|NM_001134456.1| ,NM_001134456.1,8929,1064,10068
gi|404351624|ref|NM_152542.4| ,NM_152542.4,6590,1064,9598
gi|190194364|ref|NM_018109.3| ,NM_018109.3,5620,1064,10204
gi|297206873|ref|NM_001185039.1| ,NM_001185039.1,7759,1060,8188
gi|38570089|ref|NM_004804.2| ,NM_004804.2,4053,1058,8692
gi|215490054|ref|NM_012215.3| ,NM_012215.3,5220,1058,9310
gi|116812585|ref|NM_017760.5| ,NM_017760.5,3950,1056,11194
gi|94721341|ref|NM_001040441.1| ,NM_001040441.1,7333,1055,8722
gi|324021693|ref|NM_002074.3| ,NM_002074.3,3180,1055,12762
gi|89903011|ref|NM_001039802.1| ,NM_001039802.1,2308,1054,17604
gi|208431777|ref|NM_001135638.1| ,NM_001135638.1,3824,1054,10480
gi|215422419|ref|NM_006016.4| ,NM_006016.4,3128,1053,11164
gi|388556515|ref|NM_001267045.1| ,NM_001267045.1,3782,1053,11731
gi|255918191|ref|NM_001164160.1| ,NM_001164160.1,5145,1053,8727
gi|68509925|ref|NM_001358.2| ,NM_001358.2,3019,1053,13032
gi|38327633|ref|NM_006773.3| ,NM_006773.3,3790,1053,11094
gi|194363757|ref|NM_001130440.1| ,NM_001130440.1,1648,1053,40300
gi|46361989|ref|NM_144570.2| ,NM_144570.2,3705,1052,10512
gi|443497950|ref|NM_001142568.2| ,NM_001142568.2,9037,1052,8080
gi|197382723|ref|NM_012262.3| ,NM_012262.3,6770,1052,8082
gi|324072736|ref|NM_001990.3| ,NM_001990.3,6040,1052,9512
gi|399567818|ref|NM_003299.2| ,NM_003299.2,2879,1049,16601
gi|514052660|ref|NM_006793.3| ,NM_006793.3,1637,1048,27203
gi|257470982|ref|NM_022740.4| ,NM_022740.4,15245,1048,6792
gi|212286170|ref|NM_019014.4| ,NM_019014.4,5427,1047,9219
gi|20302148|ref|NM_006330.2| ,NM_006330.2,2578,1047,13277
gi|157743244|ref|NM_015131.1| ,NM_015131.1,3501,1045,10429
gi|108773781|ref|NM_002940.2| ,NM_002940.2,4194,1044,10938
gi|418203926|ref|NM_001068.3| ,NM_001068.3,5360,1043,10194
gi|11559922|ref|NM_022170.1| ,NM_022170.1,2546,1040,12107
gi|217272864|ref|NM_004687.4| ,NM_004687.4,5847,1039,8040
gi|49087137|ref|NM_053275.3| ,NM_053275.3,1289,1039,114559
gi|195963419|ref|NM_012393.2| ,NM_012393.2,5400,1038,8535
gi|189163509|ref|NM_002076.3| ,NM_002076.3,5144,1038,9421
gi|296010879|ref|NM_001178085.1| ,NM_001178085.1,7740,1037,8484
gi|342837719|ref|NM_018715.3| ,NM_018715.3,4139,1036,10631
gi|110349760|ref|NM_001042549.1| ,NM_001042549.1,13233,1036,7656
gi|320461578|ref|NM_032982.3| ,NM_032982.3,4242,1036,9480
gi|321117277|ref|NM_182688.2| ,NM_182688.2,3515,1034,12390
gi|85861239|ref|NM_001031727.2| ,NM_001031727.2,3177,1034,12367
gi|149193320|ref|NM_002092.3| ,NM_002092.3,6646,1033,8806
gi|313851103|ref|NM_017412.3| ,NM_017412.3,13804,1033,7393
gi|440918718|ref|NM_005828.4| ,NM_005828.4,6394,1033,7501
gi|499590361|ref|NM_001048210.2| ,NM_001048210.2,4835,1032,11558
gi|76880485|ref|NM_006828.2| ,NM_006828.2,7598,1032,8107
gi|93141045|ref|NM_001821.3| ,NM_001821.3,7082,1031,8600
gi|197313671|ref|NM_001134422.1| ,NM_001134422.1,4213,1031,11443
gi|379317151|ref|NM_005188.3| ,NM_005188.3,11241,1031,8096
gi|211938419|ref|NM_002898.3| ,NM_002898.3,8504,1031,10875
gi|38373691|ref|NM_005324.3| ,NM_005324.3,2753,1030,18711
gi|25777601|ref|NM_002808.3| ,NM_002808.3,2990,1030,11965
gi|347800660|ref|NM_002874.4| ,NM_002874.4,4167,1030,10552
gi|321116986|ref|NM_014053.3| ,NM_014053.3,5947,1029,9464
gi|160333693|ref|NM_006601.5| ,NM_006601.5,1932,1029,24659
gi|514239939|ref|NR_103741.1| ,NR_103741.1,5511,1028,8378
gi|31795542|ref|NM_004124.2| ,NM_004124.2,4125,1028,8714
gi|291621645|ref|NR_033417.1| ,NR_033417.1,4374,1027,11852
gi|59889572|ref|NM_016065.3| ,NM_016065.3,2651,1027,10129
gi|115387109|ref|NM_017831.3| ,NM_017831.3,5888,1026,8646
gi|281604135|ref|NM_001170543.1| ,NM_001170543.1,2851,1026,11038
gi|94721353|ref|NM_006636.3| ,NM_006636.3,2208,1026,16734
gi|122937184|ref|NM_001080392.1| ,NM_001080392.1,7296,1025,7734
gi|112293257|ref|NM_016076.3| ,NM_016076.3,4093,1025,10031
gi|215820623|ref|NM_006572.4| ,NM_006572.4,6311,1024,8591
gi|154736711|ref|NM_006854.3| ,NM_006854.3,2874,1024,12225
gi|110349725|ref|NM_002486.4| ,NM_002486.4,5381,1022,8672
gi|356582431|ref|NM_001240.3| ,NM_001240.3,7093,1022,8814
gi|366039978|ref|NM_001256071.1| ,NM_001256071.1,21062,1022,10226
gi|222136584|ref|NM_003920.3| ,NM_003920.3,5154,1020,8712
gi|148491069|ref|NM_001905.2| ,NM_001905.2,3217,1019,12092
gi|119964725|ref|NM_000876.2| ,NM_000876.2,9093,1017,7562
gi|146260267|ref|NM_144775.2| ,NM_144775.2,8327,1017,7741
gi|157817022|ref|NM_016507.2| ,NM_016507.2,8310,1016,7668
gi|194733764|ref|NM_198066.3| ,NM_198066.3,3945,1016,9153
gi|209870110|ref|NM_013943.2| ,NM_013943.2,4452,1016,8768
gi|77539054|ref|NM_001033930.1| ,NM_001033930.1,2823,1016,19511
gi|28416943|ref|NM_003146.2| ,NM_003146.2,2825,1015,13871
gi|291190307|ref|NM_024953.3| ,NM_024953.3,5825,1014,7667
gi|226442728|ref|NM_030624.2| ,NM_030624.2,6290,1011,7417
gi|387763637|ref|NM_001098272.2| ,NM_001098272.2,5450,1010,10471
gi|27477133|ref|NM_024923.2| ,NM_024923.2,7191,1010,7559
gi|296317288|ref|NM_015703.4| ,NM_015703.4,5455,1010,9108
gi|110224475|ref|NM_001042465.1| ,NM_001042465.1,2848,1009,11186
gi|358356406|ref|NM_001253384.1| ,NM_001253384.1,2860,1009,44476
gi|311771534|ref|NM_001198842.1| ,NM_001198842.1,2193,1007,18927
gi|31742479|ref|NM_003404.3| ,NM_003404.3,3110,1007,11192
gi|197304677|ref|NM_006784.2| ,NM_006784.2,3877,1006,10502
gi|151101291|ref|NM_030755.4| ,NM_030755.4,4119,1006,11668
gi|156071485|ref|NM_003680.3| ,NM_003680.3,3117,1006,12377
gi|302564745|ref|NM_001128159.2| ,NM_001128159.2,13106,1003,8723
gi|113722132|ref|NM_015046.5| ,NM_015046.5,11016,1003,7504
gi|510937040|ref|NM_001278472.1| ,NM_001278472.1,10457,1003,7256
gi|300244567|ref|NM_004768.3| ,NM_004768.3,2811,1002,13635
gi|31563504|ref|NM_015339.2| ,NM_015339.2,4713,999,9580
gi|83641897|ref|NM_006098.4| ,NM_006098.4,1125,999,101828
gi|315113909|ref|NM_020162.3| ,NM_020162.3,5635,999,7664
gi|44680157|ref|NM_033224.3| ,NM_033224.3,9074,998,6186
gi|340805878|ref|NM_005983.3| ,NM_005983.3,3520,997,9550
gi|56243494|ref|NM_004586.2| ,NM_004586.2,7723,997,7225
gi|148664215|ref|NM_152608.3| ,NM_152608.3,4029,997,7663
gi|209976987|ref|NM_020714.2| ,NM_020714.2,6098,996,7051
gi|187960089|ref|NM_015327.2| ,NM_015327.2,4577,996,8313
gi|193083105|ref|NM_005016.5| ,NM_005016.5,3187,996,20571
gi|148470396|ref|NM_001098208.1| ,NM_001098208.1,2773,996,15046
gi|212276187|ref|NM_002893.3| ,NM_002893.3,2021,996,21367
gi|40805830|ref|NM_004060.3| ,NM_004060.3,2484,995,16113
gi|325651997|ref|NM_145212.3| ,NM_145212.3,4554,994,9210
gi|318984124|ref|NM_001201366.1| ,NM_001201366.1,8584,994,8940
gi|327365347|ref|NM_004863.3| ,NM_004863.3,8164,994,7545
gi|66346673|ref|NM_033305.2| ,NM_033305.2,11262,994,7021
gi|197245447|ref|NM_020728.2| ,NM_020728.2,5957,993,8038
gi|296434260|ref|NM_018509.3| ,NM_018509.3,2933,993,14971
gi|254675222|ref|NM_012463.3| ,NM_012463.3,6550,993,9096
gi|66879661|ref|NM_001024227.1| ,NM_001024227.1,2020,992,22015
gi|124494248|ref|NM_012096.2| ,NM_012096.2,6061,991,8307
gi|71979931|ref|NM_003486.5| ,NM_003486.5,4543,991,7936
gi|178056551|ref|NM_014865.3| ,NM_014865.3,4806,990,8887
gi|241982792|ref|NM_005542.4| ,NM_005542.4,3020,990,11631
gi|55749880|ref|NM_003677.3| ,NM_003677.3,3061,990,11016
gi|40255181|ref|NM_173562.3| ,NM_173562.3,5032,989,8625
gi|59859881|ref|NM_001012271.1| ,NM_001012271.1,2724,989,17758
gi|121114297|ref|NM_003588.3| ,NM_003588.3,5365,989,8514
gi|38327560|ref|NM_006282.2| ,NM_006282.2,6344,988,9272
gi|113204433|ref|NM_003607.3| ,NM_003607.3,10527,988,8174
gi|217330645|ref|NM_006713.3| ,NM_006713.3,3522,987,10647
gi|256542292|ref|NM_001164407.1| ,NM_001164407.1,5901,986,9121
gi|62865860|ref|NM_003463.3| ,NM_003463.3,5099,986,10464
gi|34485724|ref|NM_033360.2| ,NM_033360.2,5436,985,8569
gi|195546907|ref|NM_006761.4| ,NM_006761.4,1827,985,26434
gi|381342472|ref|NM_017946.3| ,NM_017946.3,5086,985,7752
gi|114688045|ref|NM_014832.2| ,NM_014832.2,6363,984,8470
gi|118200338|ref|NM_006815.3| ,NM_006815.3,2126,984,21594
gi|124269712|ref|NM_002716.4| ,NM_002716.4,5605,983,7715
gi|194328741|ref|NM_001520.3| ,NM_001520.3,7124,981,7222
gi|325053649|ref|NM_016248.3| ,NM_016248.3,9926,981,6188
gi|207450710|ref|NM_001135586.1| ,NM_001135586.1,5083,980,7266
gi|109689722|ref|NM_005759.4| ,NM_005759.4,6489,980,7133
gi|119395731|ref|NM_182641.3| ,NM_182641.3,10914,979,8026
gi|187936948|ref|NM_001127257.1| ,NM_001127257.1,5386,977,8826
gi|47132621|ref|NM_002451.3| ,NM_002451.3,4937,976,8675
gi|205830423|ref|NM_001135153.1| ,NM_001135153.1,4740,975,7961
gi|384367969|ref|NM_001257999.1| ,NM_001257999.1,8161,975,7029
gi|168693652|ref|NM_000786.3| ,NM_000786.3,3208,975,11847
gi|114155141|ref|NM_003292.2| ,NM_003292.2,9727,974,8090
gi|170650660|ref|NM_006208.2| ,NM_006208.2,7442,972,7493
gi|50845383|ref|NM_006988.3| ,NM_006988.3,4670,972,9432
gi|197927447|ref|NM_018031.3| ,NM_018031.3,4273,971,9041
gi|315259082|ref|NM_015434.3| ,NM_015434.3,4555,971,8460
gi|262118207|ref|NM_000202.5| ,NM_000202.5,5876,971,6562
gi|239937450|ref|NM_001161766.1| ,NM_001161766.1,2375,971,13500
gi|186287197|ref|NM_018313.4| ,NM_018313.4,7592,970,7851
gi|55956765|ref|NM_004879.3| ,NM_004879.3,2279,969,18307
gi|157671926|ref|NM_145207.2| ,NM_145207.2,8152,969,7932
gi|164607123|ref|NM_001113378.1| ,NM_001113378.1,4749,968,9125
gi|150456450|ref|NM_017794.3| ,NM_017794.3,6117,967,12016
gi|153792041|ref|NM_020823.1| ,NM_020823.1,5397,966,8500
gi|197313689|ref|NM_020696.3| ,NM_020696.3,5157,966,7666
gi|171184450|ref|NM_014810.4| ,NM_014810.4,13473,965,6322
gi|160333749|ref|NM_023080.2| ,NM_023080.2,2617,964,10695
gi|208609998|ref|NM_014864.3| ,NM_014864.3,5950,964,9134
gi|224589070|ref|NM_014753.3| ,NM_014753.3,8048,964,10290
gi|38327038|ref|NM_002154.3| ,NM_002154.3,3385,964,11322
gi|51702528|ref|NM_012255.3| ,NM_012255.3,3449,963,9938
gi|327478412|ref|NM_002538.3| ,NM_002538.3,6451,963,9156
gi|125656164|ref|NM_001081550.1| ,NM_001081550.1,5625,963,8240
gi|300934753|ref|NM_014388.6| ,NM_014388.6,8505,961,7612
gi|307219195|ref|NM_005436.4| ,NM_005436.4,5842,961,7734
gi|264681496|ref|NM_032408.3| ,NM_032408.3,6133,959,7889
gi|157909838|ref|NM_006252.3| ,NM_006252.3,9369,959,6639
gi|342187192|ref|NM_000034.3| ,NM_000034.3,2408,959,22306
gi|83281439|ref|NM_003757.2| ,NM_003757.2,1458,958,22851
gi|38202213|ref|NM_006364.2| ,NM_006364.2,3890,957,9291
gi|40807470|ref|NM_003594.3| ,NM_003594.3,4860,956,8611
gi|148539590|ref|NM_017759.4| ,NM_017759.4,14136,956,6232
gi|221316628|ref|NM_016451.4| ,NM_016451.4,3490,955,9063
gi|83367071|ref|NM_001037283.1| ,NM_001037283.1,3084,954,11071
gi|481026554|ref|NM_001277813.1| ,NM_001277813.1,5317,954,7638
gi|58530839|ref|NM_004415.2| ,NM_004415.2,9730,954,7458
gi|117968550|ref|NM_003071.3| ,NM_003071.3,5351,953,7932
gi|186928849|ref|NM_015084.2| ,NM_015084.2,2797,953,9107
gi|347446725|ref|NM_198450.5| ,NM_198450.5,6479,953,7537
gi|114431247|ref|NM_001009899.2| ,NM_001009899.2,13708,953,7793
gi|393290852|ref|NM_001270384.1| ,NM_001270384.1,6427,952,7438
gi|222136640|ref|NM_033116.4| ,NM_033116.4,5560,952,7809
gi|132626732|ref|NM_014613.2| ,NM_014613.2,4515,952,8138
gi|27881505|ref|NM_007189.1| ,NM_007189.1,3552,952,9743
gi|337298457|ref|NR_038970.1| ,NR_038970.1,5439,951,8337
gi|27436888|ref|NM_015352.1| ,NM_015352.1,5249,951,8829
gi|354459408|ref|NM_014820.4| ,NM_014820.4,4381,951,10153
gi|189181657|ref|NM_001012515.2| ,NM_001012515.2,7295,950,9478
gi|395394047|ref|NM_004690.3| ,NM_004690.3,7533,950,7238
gi|47132599|ref|NM_213566.1| ,NM_213566.1,3408,949,7315
gi|208879448|ref|NM_006265.2| ,NM_006265.2,3773,948,9361
gi|366393093|ref|NM_001114118.2| ,NM_001114118.2,8197,948,7287
gi|155030215|ref|NM_001100399.1| ,NM_001100399.1,7190,948,7505
gi|156151393|ref|NM_001102398.1| ,NM_001102398.1,2760,948,11977
gi|50592990|ref|NM_005499.2| ,NM_005499.2,2682,947,13282
gi|91176324|ref|NM_013449.3| ,NM_013449.3,8934,947,5875
gi|56788375|ref|NM_014089.3| ,NM_014089.3,4335,947,7822
gi|429484497|ref|NM_033109.4| ,NM_033109.4,4622,947,7384
gi|388453734|ref|NM_015176.3| ,NM_015176.3,5459,947,7948
gi|212276218|ref|NM_006055.2| ,NM_006055.2,4620,946,8351
gi|110349787|ref|NM_018489.2| ,NM_018489.2,11784,946,7211
